[0.014s] Invoking command in '/home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs -- -j4 -l4
[0.056s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_generator_c[0m
[0.067s] [  1%] Built target ouster_sensor_msgs__cpp
[0.068s] [ 12%] Built target ouster_sensor_msgs__rosidl_generator_c
[0.077s] [ 12%] Built target ament_cmake_python_symlink_ouster_sensor_msgs
[0.083s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_cpp[0m
[0.085s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_cpp[0m
[0.092s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_cpp[0m
[0.095s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c[0m
[0.109s] [ 23%] Built target ouster_sensor_msgs__rosidl_typesupport_cpp
[0.112s] [ 34%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_cpp
[0.115s] [ 46%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_cpp
[0.117s] [ 57%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c
[0.124s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_c[0m
[0.129s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_c[0m
[0.140s] [ 68%] Built target ouster_sensor_msgs__rosidl_typesupport_c
[0.146s] [ 79%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_c
[0.168s] [ 79%] Built target ouster_sensor_msgs
[0.193s] [ 80%] Built target ouster_sensor_msgs__py
[0.203s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_generator_py[0m
[0.220s] [ 90%] Built target ouster_sensor_msgs__rosidl_generator_py
[0.235s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c__pyext[0m
[0.237s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_c__pyext[0m
[0.242s] [35m[1mConsolidate compiler generated dependencies of target ouster_sensor_msgs__rosidl_typesupport_introspection_c__pyext[0m
[0.251s] [ 93%] Built target ouster_sensor_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.257s] [ 96%] Built target ouster_sensor_msgs__rosidl_typesupport_c__pyext
[0.260s] [100%] Built target ouster_sensor_msgs__rosidl_typesupport_introspection_c__pyext
[0.469s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_introspection_c.cpython-310-x86_64-linux-gnu.so
[0.470s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/ouster_sensor_msgs_s__rosidl_typesupport_c.cpython-310-x86_64-linux-gnu.so
[0.470s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/msg/PacketMsg.idl
[0.470s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/msg/Telemetry.idl
[0.470s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetConfig.idl
[0.471s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/SetConfig.idl
[0.471s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetMetadata.idl
[0.471s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/msg/PacketMsg.msg
[0.471s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/msg/Telemetry.msg
[0.471s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetConfig.srv
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetConfig_Request.msg
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetConfig_Response.msg
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/SetConfig.srv
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/SetConfig_Request.msg
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/SetConfig_Response.msg
[0.472s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetMetadata.srv
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetMetadata_Request.msg
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/srv/GetMetadata_Response.msg
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ament_index/resource_index/package_run_dependencies/ouster_sensor_msgs
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ament_index/resource_index/parent_prefix_path/ouster_sensor_msgs
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/ament_prefix_path.sh
[0.473s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/ament_prefix_path.dsv
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/path.sh
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/environment/path.dsv
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/local_setup.bash
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/local_setup.sh
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/local_setup.zsh
[0.474s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/local_setup.dsv
[0.475s] -- Symlinking: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/package.dsv
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ament_index/resource_index/packages/ouster_sensor_msgs
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/rosidl_cmake-extras.cmake
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ament_cmake_export_dependencies-extras.cmake
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ament_cmake_export_include_directories-extras.cmake
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ament_cmake_export_libraries-extras.cmake
[0.484s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ament_cmake_export_targets-extras.cmake
[0.485s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/rosidl_cmake_export_typesupport_targets-extras.cmake
[0.485s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/rosidl_cmake_export_typesupport_libraries-extras.cmake
[0.485s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgsConfig.cmake
[0.485s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgsConfig-version.cmake
[0.485s] -- Up-to-date symlink: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/package.xml
[0.486s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_generator_c.so
[0.486s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_fastrtps_c.so
[0.486s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_fastrtps_cpp.so
[0.487s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_introspection_c.so
[0.487s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_c.so
[0.487s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_introspection_cpp.so
[0.488s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_typesupport_cpp.so
[0.519s] Listing '/home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs'...
[0.519s] Listing '/home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/msg'...
[0.519s] Listing '/home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/local/lib/python3.10/dist-packages/ouster_sensor_msgs/srv'...
[0.524s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/lib/libouster_sensor_msgs__rosidl_generator_py.so
[0.524s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_generator_cExport.cmake
[0.524s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_generator_cExport-noconfig.cmake
[0.524s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_typesupport_fastrtps_cExport.cmake
[0.524s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_typesupport_fastrtps_cExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_generator_cppExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_typesupport_fastrtps_cppExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_typesupport_fastrtps_cppExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_introspection_cExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_introspection_cExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_cExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_cExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_introspection_cppExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_introspection_cppExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_cppExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/ouster_sensor_msgs__rosidl_typesupport_cppExport-noconfig.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_generator_pyExport.cmake
[0.525s] -- Up-to-date: /home/krri/OS0_Insta360-Calibration/sensor_ws/install/ouster_sensor_msgs/share/ouster_sensor_msgs/cmake/export_ouster_sensor_msgs__rosidl_generator_pyExport-noconfig.cmake
[0.528s] Invoked command in '/home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/krri/OS0_Insta360-Calibration/sensor_ws/build/ouster_sensor_msgs
